42.000000,5.931000,0.031000
42.252000,5.643000,0.031000
42.496000,5.878000,0.031000
42.754000,5.761000,0.031000
42.996000,5.856000,0.031000
43.250000,5.604000,0.031000
43.502000,6.018000,0.031000
43.748000,5.712000,0.031000
44.002000,6.126000,0.031000
44.250000,5.828000,0.031000
44.500000,5.724000,0.031000
44.753000,5.991000,0.031000
45.001000,5.621000,0.031000
45.254000,5.951000,0.031000
45.504000,6.012000,0.031000
45.754000,6.024000,0.031000
45.997000,5.693000,0.031000
46.251000,5.970000,0.031000
47.497000,5.723000,0.031000
47.749000,6.001000,0.031000
48.001000,5.735000,0.031000
48.250000,5.803000,0.031000
48.501000,5.820000,0.031000
48.750000,5.868000,0.031000
48.996000,5.812000,0.031000
49.249000,6.085000,0.031000
49.496000,5.762000,0.031000
49.751000,6.088000,0.031000
50.001000,5.631000,0.031000
50.249000,5.692000,0.031000
50.503000,5.912000,0.031000
50.752000,6.214000,0.031000
51.001000,5.979000,0.031000
51.252000,5.629000,0.031000
51.501000,5.605000,0.031000
51.748000,5.746000,0.031000
51.999000,5.615000,0.031000
52.249000,5.829000,0.031000
52.501000,5.889000,0.031000
52.756000,5.923000,0.031000
53.003000,5.628000,0.031000
53.253000,5.936000,0.031000
53.496000,5.700000,0.031000
53.749000,6.135000,0.031000
54.002000,6.070000,0.031000
54.253000,6.017000,0.031000
55.498000,5.983000,0.031000
55.751000,5.735000,0.031000
56.000000,5.959000,0.031000
56.247000,5.784000,0.031000
56.498000,6.202000,0.031000
56.749000,5.924000,0.031000
56.995000,5.855000,0.031000
57.255000,5.980000,0.031000
57.501000,6.055000,0.031000
57.748000,5.921000,0.031000
57.998000,6.332000,0.031000
58.251000,5.676000,0.031000
58.500000,6.168000,0.031000
58.750000,5.675000,0.031000
58.997000,5.991000,0.031000
59.251000,5.699000,0.031000
59.500000,5.785000,0.031000
59.754000,6.100000,0.031000
60.002000,6.172000,0.031000
60.251000,5.752000,0.031000
60.503000,5.668000,0.031000
60.751000,5.696000,0.031000
61.002000,5.614000,0.031000
61.248000,5.609000,0.031000
61.498000,5.652000,0.031000
61.748000,6.358000,0.031000
61.998000,5.898000,0.031000
62.250000,5.838000,0.031000
63.501000,6.117000,0.031000
63.748000,5.891000,0.031000
63.998000,5.830000,0.031000
64.244000,6.020000,0.031000
64.503000,5.983000,0.031000
64.749000,6.065000,0.031000
64.996000,5.747000,0.031000
65.248000,5.649000,0.031000
65.504000,5.709000,0.031000
65.750000,5.605000,0.031000
66.000000,5.932000,0.031000
66.251000,5.751000,0.031000
66.499000,5.759000,0.031000
66.747000,6.392000,0.031000
67.005000,5.946000,0.031000
67.248000,6.208000,0.031000
67.501000,5.933000,0.031000
67.749000,5.652000,0.031000
67.999000,5.910000,0.031000
68.252000,5.606000,0.031000
68.501000,5.963000,0.031000
68.751000,5.804000,0.031000
69.000000,6.035000,0.031000
69.248000,6.085000,0.031000
69.497000,5.655000,0.031000
69.746000,5.881000,0.031000
70.002000,5.753000,0.031000
70.249000,6.225000,0.031000
71.498000,6.122000,0.031000
71.750000,5.627000,0.031000
72.002000,5.691000,0.031000
72.250000,6.118000,0.031000
72.504000,5.862000,0.031000
72.751000,5.656000,0.031000
73.005000,5.698000,0.031000
73.244000,6.022000,0.031000
73.497000,5.829000,0.031000
73.752000,5.841000,0.031000
73.999000,6.041000,0.031000
74.251000,5.707000,0.031000
74.497000,5.765000,0.031000
74.749000,6.132000,0.031000
75.004000,5.979000,0.031000
